geoid,name,state,japanese_pop,total_pop,japanese_pct
09140125200,"Naugatuck Valley Planning Region (1252)","Connecticut",0,5616,0
09140341100,"Naugatuck Valley Planning Region (3411)","Connecticut",0,6147,0
05083950100,"Logan County (9501)","Arkansas",0,4247,0
05083950300,"Logan County (9503)","Arkansas",0,3596,0
36047083800,"Kings County (838)","New York",4,1931,0.21
36047085000,"Kings County (850)","New York",0,1383,0
36047085800,"Kings County (858)","New York",0,1951,0
36047086200,"Kings County (862)","New York",0,2626,0
36047087200,"Kings County (872)","New York",0,3127,0
36047070000,"Kings County (700)","New York",0,1214,0
36047070203,"Kings County (702.03)","New York",0,0,0
36047073400,"Kings County (734)","New York",0,1142,0
36047073600,"Kings County (736)","New York",0,2918,0
36047075200,"Kings County (752)","New York",0,1146,0
36047076400,"Kings County (764)","New York",0,4302,0
36047090800,"Kings County (908)","New York",0,6230,0
36047092000,"Kings County (920)","New York",0,3202,0
36047093600,"Kings County (936)","New York",0,1529,0
36047095600,"Kings County (956)","New York",0,3666,0
36047095800,"Kings County (958)","New York",0,2760,0
36081152902,"Queens County (1529.02)","New York",52,6530,0.8
19029190100,"Cass County (1901)","Iowa",0,2376,0
40037020900,"Creek County (209)","Oklahoma",0,3107,0
40037021101,"Creek County (211.01)","Oklahoma",4,2835,0.14
40037020800,"Creek County (208)","Oklahoma",0,2787,0
40037020602,"Creek County (206.02)","Oklahoma",0,3684,0
40037021201,"Creek County (212.01)","Oklahoma",0,2034,0
40037020101,"Creek County (201.01)","Oklahoma",0,2312,0
09170184400,"South Central Connecticut Planning Region (1844)","Connecticut",0,2916,0
09170150900,"South Central Connecticut Planning Region (1509)","Connecticut",0,3933,0
09140343200,"Naugatuck Valley Planning Region (3432)","Connecticut",0,6020,0
09140120100,"Naugatuck Valley Planning Region (1201)","Connecticut",0,6688,0
09170180200,"South Central Connecticut Planning Region (1802)","Connecticut",0,5532,0
09170180601,"South Central Connecticut Planning Region (1806.01)","Connecticut",0,3381,0
09170190301,"South Central Connecticut Planning Region (1903.01)","Connecticut",26,6716,0.39
09170194201,"South Central Connecticut Planning Region (1942.01)","Connecticut",119,6966,1.71
09170165500,"South Central Connecticut Planning Region (1655)","Connecticut",15,4811,0.31
29177080100,"Ray County (801)","Missouri",0,3087,0
06027000100,"Inyo County (1)","California",4,3130,0.13
36081157901,"Queens County (1579.01)","New York",25,5064,0.49
36081161700,"Queens County (1617)","New York",0,4843,0
36081162100,"Queens County (1621)","New York",0,6340,0
51181860200,"Surry County (8602)","Virginia",3,3408,0.09
37191002000,"Wayne County (20)","North Carolina",0,905,0
37191000302,"Wayne County (3.02)","North Carolina",25,5119,0.49
40037021202,"Creek County (212.02)","Oklahoma",8,4141,0.19
01037961000,"Coosa County (9610)","Alabama",0,3366,0
51840000301,"Winchester city (3.01)","Virginia",0,5346,0
39097041100,"Madison County (411)","Ohio",3,5135,0.06
39097040201,"Madison County (402.01)","Ohio",0,2976,0
09170165801,"South Central Connecticut Planning Region (1658.01)","Connecticut",24,4595,0.52
09170194202,"South Central Connecticut Planning Region (1942.02)","Connecticut",8,5625,0.14
09170170400,"South Central Connecticut Planning Region (1704)","Connecticut",0,1709,0
09170171300,"South Central Connecticut Planning Region (1713)","Connecticut",0,3876,0
09170175800,"South Central Connecticut Planning Region (1758)","Connecticut",0,4029,0
09140344100,"Naugatuck Valley Planning Region (3441)","Connecticut",0,4745,0
09140352300,"Naugatuck Valley Planning Region (3523)","Connecticut",0,2847,0
09140352800,"Naugatuck Valley Planning Region (3528)","Connecticut",0,5801,0
37097061201,"Iredell County (612.01)","North Carolina",0,5526,0
37097060703,"Iredell County (607.03)","North Carolina",0,2928,0
37097060702,"Iredell County (607.02)","North Carolina",101,4647,2.17
37097061003,"Iredell County (610.03)","North Carolina",0,3908,0
05051010900,"Garland County (109)","Arkansas",0,3764,0
37191001800,"Wayne County (18)","North Carolina",0,2608,0
05051011602,"Garland County (116.02)","Arkansas",0,4997,0
37191000102,"Wayne County (1.02)","North Carolina",0,6136,0
29195090100,"Saline County (901)","Missouri",5,2735,0.18
39097040400,"Madison County (404)","Ohio",0,2494,0
29229490200,"Wright County (4902)","Missouri",4,4750,0.08
12061050601,"Indian River County (506.01)","Florida",0,2620,0
20003953700,"Anderson County (9537)","Kansas",0,3477,0
16001000202,"Ada County (2.02)","Idaho",96,6640,1.45
16001002100,"Ada County (21)","Idaho",7,2164,0.32
16001000701,"Ada County (7.01)","Idaho",69,5407,1.28
36047000200,"Kings County (2)","New York",0,1288,0
55059000601,"Kenosha County (6.01)","Wisconsin",0,6064,0
36047001100,"Kings County (11)","New York",5,1580,0.32
36047002000,"Kings County (20)","New York",0,1733,0
36047002100,"Kings County (21)","New York",48,6452,0.74
36047002901,"Kings County (29.01)","New York",0,3177,0
36047003000,"Kings County (30)","New York",22,1844,1.19
37097061101,"Iredell County (611.01)","North Carolina",0,2855,0
37097060902,"Iredell County (609.02)","North Carolina",0,3602,0
37097060400,"Iredell County (604)","North Carolina",0,4502,0
51600300100,"Fairfax city (3001)","Virginia",32,5305,0.6
51600300200,"Fairfax city (3002)","Virginia",28,5568,0.5
42005950500,"Armstrong County (9505)","Pennsylvania",5,5445,0.09
29195090700,"Saline County (907)","Missouri",0,2379,0
29195090500,"Saline County (905)","Missouri",43,4775,0.9
31029961900,"Chase County (9619)","Nebraska",0,3671,0
38073969000,"Ransom County (9690)","North Dakota",0,1716,0
05131010101,"Sebastian County (101.01)","Arkansas",14,6085,0.23
05131000501,"Sebastian County (5.01)","Arkansas",0,5201,0
05131000600,"Sebastian County (6)","Arkansas",0,5308,0
05131001102,"Sebastian County (11.02)","Arkansas",20,3693,0.54
37161960700,"Rutherford County (9607)","North Carolina",13,4071,0.32
36047003400,"Kings County (34)","New York",0,3351,0
55059001800,"Kenosha County (18)","Wisconsin",0,2067,0
55059002300,"Kenosha County (23)","Wisconsin",0,5890,0
55059002100,"Kenosha County (21)","Wisconsin",14,4277,0.33
55059002400,"Kenosha County (24)","Wisconsin",0,4336,0
36047024800,"Kings County (248)","New York",0,2543,0
55059003002,"Kenosha County (30.02)","Wisconsin",15,5028,0.3
55059002904,"Kenosha County (29.04)","Wisconsin",12,5152,0.23
55059002906,"Kenosha County (29.06)","Wisconsin",27,5193,0.52
36047025700,"Kings County (257)","New York",7,3370,0.21
36047026000,"Kings County (260)","New York",0,2909,0
36047028600,"Kings County (286)","New York",0,5092,0
42005950800,"Armstrong County (9508)","Pennsylvania",5,3644,0.14
42005950300,"Armstrong County (9503)","Pennsylvania",8,3236,0.25
42005951200,"Armstrong County (9512)","Pennsylvania",0,5632,0
42005951300,"Armstrong County (9513)","Pennsylvania",0,2243,0
42005951600,"Armstrong County (9516)","Pennsylvania",0,4564,0
37033930200,"Caswell County (9302)","North Carolina",0,5114,0
37033930300,"Caswell County (9303)","North Carolina",0,4439,0
37161960900,"Rutherford County (9609)","North Carolina",0,4919,0
17075950700,"Iroquois County (9507)","Illinois",1,2836,0.04
17075950800,"Iroquois County (9508)","Illinois",11,2377,0.46
17075950300,"Iroquois County (9503)","Illinois",0,2924,0
36047029300,"Kings County (293)","New York",0,3181,0
36047029400,"Kings County (294)","New York",0,2072,0
36047030000,"Kings County (300)","New York",0,4165,0
36047030200,"Kings County (302)","New York",0,3850,0
36047031100,"Kings County (311)","New York",0,3534,0
36047031900,"Kings County (319)","New York",5,3412,0.15
36047032500,"Kings County (325)","New York",16,7964,0.2
36047026700,"Kings County (267)","New York",31,4057,0.76
36081054000,"Queens County (540)","New York",0,4325,0
36081054200,"Queens County (542)","New York",0,5520,0
36081036300,"Queens County (363)","New York",0,2033,0
36081036600,"Queens County (366)","New York",0,3131,0
36081037300,"Queens County (373)","New York",0,2420,0
36081038400,"Queens County (384)","New York",0,2634,0
36081040200,"Queens County (402)","New York",0,1557,0
36081041100,"Queens County (411)","New York",0,4250,0
42005950200,"Armstrong County (9502)","Pennsylvania",0,1990,0
34001010503,"Atlantic County (105.03)","New Jersey",0,7026,0
34001001100,"Atlantic County (11)","New Jersey",0,1652,0
34001002300,"Atlantic County (23)","New Jersey",0,2714,0
34001002400,"Atlantic County (24)","New Jersey",0,2364,0
34001012802,"Atlantic County (128.02)","New Jersey",0,1486,0
34001010403,"Atlantic County (104.03)","New Jersey",0,7971,0
34001012501,"Atlantic County (125.01)","New Jersey",3,2315,0.13
36047054500,"Kings County (545)","New York",0,8349,0
36047054700,"Kings County (547)","New York",47,9666,0.49
36047063200,"Kings County (632)","New York",0,1409,0
36047064400,"Kings County (644)","New York",0,2182,0
36047064600,"Kings County (646)","New York",0,2154,0
36047065600,"Kings County (656)","New York",0,1675,0
36081077903,"Queens County (779.03)","New York",0,3410,0
36081077904,"Queens County (779.04)","New York",22,5096,0.43
36081080301,"Queens County (803.01)","New York",13,3964,0.33
36081080302,"Queens County (803.02)","New York",0,3616,0
36081083800,"Queens County (838)","New York",0,5291,0
36081085300,"Queens County (853)","New York",115,4828,2.38
36081085500,"Queens County (855)","New York",19,5807,0.33
36081133300,"Queens County (1333)","New York",0,3886,0
36081137700,"Queens County (1377)","New York",0,6759,0
36081139900,"Queens County (1399)","New York",0,1547,0
01067030300,"Henry County (303)","Alabama",0,2912,0
36047026800,"Kings County (268)","New York",0,4416,0
36047036400,"Kings County (364)","New York",0,2288,0
36047036600,"Kings County (366)","New York",0,4362,0
36047037000,"Kings County (370)","New York",0,4171,0
36047037500,"Kings County (375)","New York",16,3748,0.43
36047038200,"Kings County (382)","New York",33,5225,0.63
36047038600,"Kings County (386)","New York",0,3042,0
36047038900,"Kings County (389)","New York",40,3277,1.22
36081042600,"Queens County (426)","New York",0,445,0
36081043400,"Queens County (434)","New York",0,1962,0
36081044601,"Queens County (446.01)","New York",0,3779,0
36081044800,"Queens County (448)","New York",5,2871,0.17
36081045500,"Queens County (455)","New York",0,12747,0
36081046100,"Queens County (461)","New York",39,2739,1.42
36081046200,"Queens County (462)","New York",0,6102,0
36081046800,"Queens County (468)","New York",0,3763,0
36081047200,"Queens County (472)","New York",0,3655,0
36081047600,"Queens County (476)","New York",0,1604,0
36081048000,"Queens County (480)","New York",0,2370,0
36081049301,"Queens County (493.01)","New York",0,2306,0
36081050000,"Queens County (500)","New York",0,4434,0
36081050400,"Queens County (504)","New York",0,1733,0
36081058900,"Queens County (589)","New York",0,4618,0
36081059900,"Queens County (599)","New York",0,1493,0
01067030200,"Henry County (302)","Alabama",0,3134,0
51013100300,"Arlington County (1003)","Virginia",0,7039,0
51013100200,"Arlington County (1002)","Virginia",91,6835,1.33
51013100900,"Arlington County (1009)","Virginia",18,4362,0.41
51013101000,"Arlington County (1010)","Virginia",31,3249,0.95
51013100500,"Arlington County (1005)","Virginia",50,4867,1.03
51013103601,"Arlington County (1036.01)","Virginia",33,2530,1.3
51013102400,"Arlington County (1024)","Virginia",21,3596,0.58
51013103100,"Arlington County (1031)","Virginia",0,5158,0
51013103700,"Arlington County (1037)","Virginia",48,2554,1.88
36081142900,"Queens County (1429)","New York",9,3678,0.24
36081094201,"Queens County (942.01)","New York",42,3533,1.19
36081097300,"Queens County (973)","New York",0,2116,0
36081098100,"Queens County (981)","New York",7,2486,0.28
36081099100,"Queens County (991)","New York",0,7613,0
36081102900,"Queens County (1029)","New York",0,3814,0
36081103300,"Queens County (1033)","New York",0,4387,0
36081107201,"Queens County (1072.01)","New York",0,2294,0
31007954000,"Banner County (9540)","Nebraska",0,742,0
36081114100,"Queens County (1141)","New York",0,2458,0
36081116700,"Queens County (1167)","New York",0,1892,0
36081117100,"Queens County (1171)","New York",106,2525,4.2
36081118700,"Queens County (1187)","New York",0,2507,0
42111020400,"Somerset County (204)","Pennsylvania",0,3294,0
42133022401,"York County (224.01)","Pennsylvania",0,3493,0
05069002104,"Jefferson County (21.04)","Arkansas",0,4037,0
42133023400,"York County (234)","Pennsylvania",0,5549,0
34019010600,"Hunterdon County (106)","New Jersey",0,5990,0
39089755000,"Licking County (7550)","Ohio",0,7450,0
36081060600,"Queens County (606)","New York",0,1176,0
35059950200,"Union County (9502)","New Mexico",0,4013,0
42003110600,"Allegheny County (1106)","Pennsylvania",0,2364,0
42003521200,"Allegheny County (5212)","Pennsylvania",0,5051,0
42003520002,"Allegheny County (5200.02)","Pennsylvania",8,3264,0.25
42003517000,"Allegheny County (5170)","Pennsylvania",0,1629,0
42003515300,"Allegheny County (5153)","Pennsylvania",0,1507,0
42003515100,"Allegheny County (5151)","Pennsylvania",5,2819,0.18
40039950800,"Custer County (9508)","Oklahoma",0,3346,0
29169470101,"Pulaski County (4701.01)","Missouri",0,4681,0
06087121200,"Santa Cruz County (1212)","California",73,6913,1.06
36081119300,"Queens County (1193)","New York",0,2534,0
36081121100,"Queens County (1211)","New York",0,0,0
36081124100,"Queens County (1241)","New York",0,3822,0
36081144700,"Queens County (1447)","New York",22,3470,0.63
36081147900,"Queens County (1479)","New York",8,4249,0.19
36081150701,"Queens County (1507.01)","New York",97,3123,3.11
34001010700,"Atlantic County (107)","New Jersey",14,5832,0.24
34001012302,"Atlantic County (123.02)","New Jersey",53,3351,1.58
37109070902,"Lincoln County (709.02)","North Carolina",0,7259,0
34019010100,"Hunterdon County (101)","New Jersey",0,5893,0
55049950400,"Iowa County (9504)","Wisconsin",0,5451,0
35013000300,"Doña Ana County (3)","New Mexico",0,3182,0
10005050105,"Sussex County (501.05)","Delaware",0,5818,0
09140345100,"Naugatuck Valley Planning Region (3451)","Connecticut",0,6435,0
09140345202,"Naugatuck Valley Planning Region (3452.02)","Connecticut",0,3973,0
09140345300,"Naugatuck Valley Planning Region (3453)","Connecticut",0,6510,0
42003508000,"Allegheny County (5080)","Pennsylvania",0,1761,0
42003424000,"Allegheny County (4240)","Pennsylvania",0,3119,0
42003422000,"Allegheny County (4220)","Pennsylvania",0,5246,0
42003419000,"Allegheny County (4190)","Pennsylvania",0,3075,0
42003417100,"Allegheny County (4171)","Pennsylvania",0,2125,0
42003415001,"Allegheny County (4150.01)","Pennsylvania",7,4834,0.14
42003414200,"Allegheny County (4142)","Pennsylvania",0,5893,0
42003414101,"Allegheny County (4141.01)","Pennsylvania",0,5517,0
42003413300,"Allegheny County (4133)","Pennsylvania",0,4491,0
42003432300,"Allegheny County (4323)","Pennsylvania",0,2127,0
06087121000,"Santa Cruz County (1210)","California",11,2985,0.37
06087120600,"Santa Cruz County (1206)","California",30,4659,0.64
37109070400,"Lincoln County (704)","North Carolina",0,5837,0
37109070600,"Lincoln County (706)","North Carolina",0,4409,0
37109070201,"Lincoln County (702.01)","North Carolina",15,5684,0.26
37109071001,"Lincoln County (710.01)","North Carolina",0,4987,0
37109070500,"Lincoln County (705)","North Carolina",0,5032,0
51620090200,"Franklin city (902)","Virginia",0,3823,0
29217950400,"Vernon County (9504)","Missouri",0,3517,0
09170170200,"South Central Connecticut Planning Region (1702)","Connecticut",0,1902,0
09170175700,"South Central Connecticut Planning Region (1757)","Connecticut",0,2063,0
09170176000,"South Central Connecticut Planning Region (1760)","Connecticut",0,6318,0
09170175400,"South Central Connecticut Planning Region (1754)","Connecticut",0,4246,0
09140351000,"Naugatuck Valley Planning Region (3510)","Connecticut",0,4543,0
09140351100,"Naugatuck Valley Planning Region (3511)","Connecticut",0,4935,0
09140351601,"Naugatuck Valley Planning Region (3516.01)","Connecticut",0,3881,0
09140351900,"Naugatuck Valley Planning Region (3519)","Connecticut",0,2773,0
09170141100,"South Central Connecticut Planning Region (1411)","Connecticut",0,2720,0
09170141600,"South Central Connecticut Planning Region (1416)","Connecticut",0,4241,0
42003431100,"Allegheny County (4311)","Pennsylvania",0,3193,0
42003429700,"Allegheny County (4297)","Pennsylvania",0,2194,0
42003429500,"Allegheny County (4295)","Pennsylvania",0,4304,0
42003427200,"Allegheny County (4272)","Pennsylvania",0,4774,0
42003427000,"Allegheny County (4270)","Pennsylvania",0,3299,0
42003426400,"Allegheny County (4264)","Pennsylvania",0,4189,0
42003261400,"Allegheny County (2614)","Pennsylvania",0,1870,0
42003260200,"Allegheny County (2602)","Pennsylvania",15,2117,0.71
42003408001,"Allegheny County (4080.01)","Pennsylvania",83,5564,1.49
42003407001,"Allegheny County (4070.01)","Pennsylvania",0,5647,0
06087123300,"Santa Cruz County (1233)","California",0,1598,0
06087120302,"Santa Cruz County (1203.02)","California",8,3616,0.22
06087120400,"Santa Cruz County (1204)","California",11,4213,0.26
39099813400,"Mahoning County (8134)","Ohio",0,3386,0
39099811100,"Mahoning County (8111)","Ohio",0,1088,0
05091020701,"Miller County (207.01)","Arkansas",0,3410,0
05091020500,"Miller County (205)","Arkansas",0,2599,0
05091020702,"Miller County (207.02)","Arkansas",0,3580,0
51630000302,"Fredericksburg city (3.02)","Virginia",8,5132,0.16
37111970200,"McDowell County (9702)","North Carolina",0,5158,0
37111970800,"McDowell County (9708)","North Carolina",0,4709,0
51640070101,"Galax city (701.01)","Virginia",4,3755,0.11
29510101400,"St. Louis city (1014)","Missouri",0,3216,0
36047017000,"Kings County (170)","New York",0,3503,0
36047019900,"Kings County (199)","New York",78,4311,1.81
36047020200,"Kings County (202)","New York",0,1717,0
36047020700,"Kings County (207)","New York",26,4628,0.56
36047020800,"Kings County (208)","New York",0,2573,0
36047021600,"Kings County (216)","New York",0,3885,0
36047022000,"Kings County (220)","New York",0,5854,0
36047022200,"Kings County (222)","New York",0,4050,0
36047022700,"Kings County (227)","New York",113,4833,2.34
36047023100,"Kings County (231)","New York",89,3530,2.52
36047023400,"Kings County (234)","New York",0,5663,0
36047019100,"Kings County (191)","New York",14,3029,0.46
36047019400,"Kings County (194)","New York",0,3293,0
36047006800,"Kings County (68)","New York",1,4117,0.02
36047007100,"Kings County (71)","New York",0,4050,0
36047007600,"Kings County (76)","New York",0,4096,0
36047007700,"Kings County (77)","New York",0,5974,0
42003401300,"Allegheny County (4013)","Pennsylvania",10,2888,0.35
29161890500,"Phelps County (8905)","Missouri",0,3433,0
29161890600,"Phelps County (8906)","Missouri",0,2927,0
51590000200,"Danville city (2)","Virginia",0,3425,0
39099811200,"Mahoning County (8112)","Ohio",0,2284,0
39099801100,"Mahoning County (8011)","Ohio",0,2376,0
39099801400,"Mahoning County (8014)","Ohio",12,2024,0.59
39099813900,"Mahoning County (8139)","Ohio",0,1217,0
39099802500,"Mahoning County (8025)","Ohio",0,1329,0
39099802702,"Mahoning County (8027.02)","Ohio",0,2852,0
39099812301,"Mahoning County (8123.01)","Ohio",0,4152,0
39099812500,"Mahoning County (8125)","Ohio",0,4999,0
39099811400,"Mahoning County (8114)","Ohio",0,2864,0
39099810100,"Mahoning County (8101)","Ohio",0,4055,0
36047048900,"Kings County (489)","New York",0,3597,0
36047049400,"Kings County (494)","New York",52,5710,0.91
36047049900,"Kings County (499)","New York",6,2480,0.24
17011965600,"Bureau County (9656)","Illinois",0,2714,0
17011965200,"Bureau County (9652)","Illinois",0,3551,0
18039001100,"Elkhart County (11)","Indiana",0,5409,0
18039002900,"Elkhart County (29)","Indiana",0,4266,0
18039001901,"Elkhart County (19.01)","Indiana",0,7226,0
18039002300,"Elkhart County (23)","Indiana",0,2185,0
18039001702,"Elkhart County (17.02)","Indiana",0,5354,0
18039000100,"Elkhart County (1)","Indiana",16,2817,0.57
19021960200,"Buena Vista County (9602)","Iowa",0,1653,0
10005050501,"Sussex County (505.01)","Delaware",0,4398,0
10005051702,"Sussex County (517.02)","Delaware",0,7073,0
10005051802,"Sussex County (518.02)","Delaware",0,4045,0
10005051900,"Sussex County (519)","Delaware",0,4898,0
10005050200,"Sussex County (502)","Delaware",0,4239,0
10005050101,"Sussex County (501.01)","Delaware",0,4661,0
42133023902,"York County (239.02)","Pennsylvania",0,2977,0
42133020310,"York County (203.10)","Pennsylvania",0,2732,0
31053964400,"Dodge County (9644)","Nebraska",0,3120,0
09110430400,"Capitol Planning Region (4304)","Connecticut",16,4952,0.32
09110430602,"Capitol Planning Region (4306.02)","Connecticut",0,3653,0
09110487300,"Capitol Planning Region (4873)","Connecticut",0,1548,0
09110477200,"Capitol Planning Region (4772)","Connecticut",21,2955,0.71
09110473601,"Capitol Planning Region (4736.01)","Connecticut",12,3234,0.37
09110476300,"Capitol Planning Region (4763)","Connecticut",0,5140,0
08029965100,"Delta County (9651)","Colorado",19,3887,0.49
01051030500,"Elmore County (305)","Alabama",25,5293,0.47
37197050502,"Yadkin County (505.02)","North Carolina",0,5431,0
37197050101,"Yadkin County (501.01)","North Carolina",48,5427,0.88
37197050300,"Yadkin County (503)","North Carolina",14,5747,0.24
10005050103,"Sussex County (501.03)","Delaware",0,5300,0
19025950100,"Calhoun County (9501)","Iowa",0,2451,0
12055960200,"Highlands County (9602)","Florida",34,4494,0.76
12055961601,"Highlands County (9616.01)","Florida",0,1184,0
09110496300,"Capitol Planning Region (4963)","Connecticut",0,3551,0
09110496800,"Capitol Planning Region (4968)","Connecticut",5,3350,0.15
09110514500,"Capitol Planning Region (5145)","Connecticut",19,4445,0.43
09110514600,"Capitol Planning Region (5146)","Connecticut",0,5665,0
09110524100,"Capitol Planning Region (5241)","Connecticut",0,6130,0
09110415500,"Capitol Planning Region (4155)","Connecticut",0,3042,0
09110416000,"Capitol Planning Region (4160)","Connecticut",0,4598,0
09110416100,"Capitol Planning Region (4161)","Connecticut",0,4626,0
09110416400,"Capitol Planning Region (4164)","Connecticut",0,3273,0
09110417100,"Capitol Planning Region (4171)","Connecticut",0,1787,0
09110492600,"Capitol Planning Region (4926)","Connecticut",24,6717,0.36
09110494100,"Capitol Planning Region (4941)","Connecticut",0,6449,0
01051030600,"Elmore County (306)","Alabama",0,7245,0
13077170200,"Coweta County (1702)","Georgia",0,7703,0
09130600100,"Lower Connecticut River Valley Planning Region (6001)","Connecticut",0,3825,0
09130620100,"Lower Connecticut River Valley Planning Region (6201)","Connecticut",0,4458,0
09130595101,"Lower Connecticut River Valley Planning Region (5951.01)","Connecticut",0,3400,0
37197050102,"Yadkin County (501.02)","North Carolina",17,3754,0.45
01021060600,"Chilton County (606)","Alabama",0,3555,0
12055961500,"Highlands County (9615)","Florida",0,5233,0
12055960700,"Highlands County (9607)","Florida",0,4061,0
12055960800,"Highlands County (9608)","Florida",0,3077,0
09170150300,"South Central Connecticut Planning Region (1503)","Connecticut",0,3662,0
09170150500,"South Central Connecticut Planning Region (1505)","Connecticut",0,3992,0
09110494300,"Capitol Planning Region (4943)","Connecticut",0,3936,0
09110462201,"Capitol Planning Region (4622.01)","Connecticut",0,5416,0
09110400300,"Capitol Planning Region (4003)","Connecticut",43,6934,0.62
09110471100,"Capitol Planning Region (4711)","Connecticut",0,3451,0
09110471400,"Capitol Planning Region (4714)","Connecticut",16,6059,0.26
09140405300,"Naugatuck Valley Planning Region (4053)","Connecticut",66,5790,1.14
09140406002,"Naugatuck Valley Planning Region (4060.02)","Connecticut",0,4551,0
09110464102,"Capitol Planning Region (4641.02)","Connecticut",0,4666,0
09110510400,"Capitol Planning Region (5104)","Connecticut",0,5285,0
09110510800,"Capitol Planning Region (5108)","Connecticut",0,3320,0
09110511300,"Capitol Planning Region (5113)","Connecticut",0,4233,0
09130580100,"Lower Connecticut River Valley Planning Region (5801)","Connecticut",0,4243,0
09130541200,"Lower Connecticut River Valley Planning Region (5412)","Connecticut",5,5282,0.09
09130680200,"Lower Connecticut River Valley Planning Region (6802)","Connecticut",0,6247,0
09130670100,"Lower Connecticut River Valley Planning Region (6701)","Connecticut",0,5167,0
09130560100,"Lower Connecticut River Valley Planning Region (5601)","Connecticut",0,5956,0
35013000401,"Doña Ana County (4.01)","New Mexico",0,2085,0
31123952500,"Morrill County (9525)","Nebraska",0,4534,0
01021060500,"Chilton County (605)","Alabama",0,3543,0
29183311331,"St. Charles County (3113.31)","Missouri",10,4419,0.23
29183310902,"St. Charles County (3109.02)","Missouri",15,4862,0.31
29183311212,"St. Charles County (3112.12)","Missouri",0,4654,0
29183310700,"St. Charles County (3107)","Missouri",10,4835,0.21
48039661501,"Brazoria County (6615.01)","Texas",0,4240,0
48039663400,"Brazoria County (6634)","Texas",118,8762,1.35
48039663900,"Brazoria County (6639)","Texas",0,2211,0
48039664100,"Brazoria County (6641)","Texas",0,5196,0
09110524300,"Capitol Planning Region (5243)","Connecticut",0,5373,0
09110480500,"Capitol Planning Region (4805)","Connecticut",0,3521,0
09110480400,"Capitol Planning Region (4804)","Connecticut",0,3624,0
42097082300,"Northumberland County (823)","Pennsylvania",0,4981,0
42097080100,"Northumberland County (801)","Pennsylvania",16,4334,0.37
42097081800,"Northumberland County (818)","Pennsylvania",42,3340,1.26
38031959600,"Foster County (9596)","North Dakota",0,3358,0
26161444000,"Washtenaw County (4440)","Michigan",0,6634,0
26161402300,"Washtenaw County (4023)","Michigan",14,2718,0.52
26161403600,"Washtenaw County (4036)","Michigan",71,5654,1.26
26161403200,"Washtenaw County (4032)","Michigan",52,3423,1.52
26161404100,"Washtenaw County (4041)","Michigan",15,3208,0.47
26161404300,"Washtenaw County (4043)","Michigan",1,2821,0.04
26161404400,"Washtenaw County (4044)","Michigan",40,2243,1.78
26161405300,"Washtenaw County (4053)","Michigan",116,5175,2.24
26161416200,"Washtenaw County (4162)","Michigan",13,5250,0.25
29183312001,"St. Charles County (3120.01)","Missouri",36,3629,0.99
29183311602,"St. Charles County (3116.02)","Missouri",19,5476,0.35
29183311721,"St. Charles County (3117.21)","Missouri",24,4095,0.59
29183311422,"St. Charles County (3114.22)","Missouri",32,6356,0.5
39173021100,"Wood County (211)","Ohio",0,3852,0
39173021300,"Wood County (213)","Ohio",2,3815,0.05
48039661502,"Brazoria County (6615.02)","Texas",0,5099,0
23029955300,"Washington County (9553)","Maine",0,1572,0
23029955400,"Washington County (9554)","Maine",0,1339,0
55047100600,"Green Lake County (1006)","Wisconsin",0,3797,0
34019010500,"Hunterdon County (105)","New Jersey",0,5204,0
34019011301,"Hunterdon County (113.01)","New Jersey",0,8016,0
34019011600,"Hunterdon County (116)","New Jersey",0,5023,0
34019011800,"Hunterdon County (118)","New Jersey",0,3027,0
26161420200,"Washtenaw County (4202)","Michigan",0,3523,0
26161445000,"Washtenaw County (4450)","Michigan",20,2663,0.75
26161453000,"Washtenaw County (4530)","Michigan",55,5237,1.05
26161405600,"Washtenaw County (4056)","Michigan",0,4718,0
26161412000,"Washtenaw County (4120)","Michigan",0,3438,0
26161410300,"Washtenaw County (4103)","Michigan",0,4236,0
26161410600,"Washtenaw County (4106)","Michigan",0,2916,0
26161410500,"Washtenaw County (4105)","Michigan",0,2016,0
34021003301,"Mercer County (33.01)","New Jersey",0,7385,0
34021004307,"Mercer County (43.07)","New Jersey",108,6690,1.61
34021002903,"Mercer County (29.03)","New Jersey",0,3871,0
34021004404,"Mercer County (44.04)","New Jersey",19,8382,0.23
39173022100,"Wood County (221)","Ohio",6,4189,0.14
39173020402,"Wood County (204.02)","Ohio",20,6133,0.33
39173020300,"Wood County (203)","Ohio",18,4707,0.38
34021003800,"Mercer County (38)","New Jersey",30,6999,0.43
34021003201,"Mercer County (32.01)","New Jersey",0,8155,0
34021000300,"Mercer County (3)","New Jersey",0,4719,0
34021000800,"Mercer County (8)","New Jersey",34,2399,1.42
34021001000,"Mercer County (10)","New Jersey",0,3238,0
34021001700,"Mercer County (17)","New Jersey",124,3910,3.17
23029956500,"Washington County (9565)","Maine",5,3419,0.15
38017040600,"Cass County (406)","North Dakota",0,3493,0
38017000300,"Cass County (3)","North Dakota",0,5906,0
34019010702,"Hunterdon County (107.02)","New Jersey",0,3283,0
34019010802,"Hunterdon County (108.02)","New Jersey",0,1675,0
27105105100,"Nobles County (1051)","Minnesota",0,2831,0
27105105400,"Nobles County (1054)","Minnesota",0,4827,0
34019011202,"Hunterdon County (112.02)","New Jersey",0,3581,0
